time,open,high,low,close,volume
2026-02-25 05:36:25.215302,1.6088,1.609122216631432,1.6071271301932863,1.6077491380369004,4183
2026-02-25 05:41:25.215302,1.6077491380369004,1.608527207151672,1.6032608083767632,1.6032608083767632,2794
2026-02-25 05:46:25.215302,1.6032608083767632,1.605550877238409,1.6007945128620915,1.6007945128620915,4326
2026-02-25 05:51:25.215302,1.6007945128620915,1.6035796741708404,1.598958542348148,1.598958542348148,2003
2026-02-25 05:56:25.215302,1.598958542348148,1.6029538175300535,1.598716951379983,1.6029538175300535,1830
2026-02-25 06:01:25.215302,1.6029538175300535,1.604548646031078,1.6028492719500478,1.60383089219165,1202
2026-02-25 06:06:25.215302,1.60383089219165,1.6044962785658432,1.601070122118401,1.6039911887956015,2059
2026-02-25 06:11:25.215302,1.6039911887956015,1.6078304588363341,1.6029653329006923,1.6078304588363341,4935
2026-02-25 06:16:25.215302,1.6078304588363341,1.6108496559236192,1.606687832634066,1.609187602170394,4776
2026-02-25 06:21:25.215302,1.609187602170394,1.6106089073297536,1.6032836349171102,1.6032836349171102,3021
2026-02-25 06:26:25.215302,1.6032836349171102,1.6038983422175803,1.6016457495789989,1.6016457495789989,4071
2026-02-25 06:31:25.215302,1.6016457495789989,1.603953845941366,1.600555175512673,1.603953845941366,4633
2026-02-25 06:36:25.215302,1.603953845941366,1.607242742047857,1.6014825939406088,1.607242742047857,4948
2026-02-25 06:41:25.215302,1.607242742047857,1.610689872475239,1.6066282243568246,1.610689872475239,4189
2026-02-25 06:46:25.215302,1.610689872475239,1.6120082088964913,1.6060364714585842,1.6060364714585842,3838
2026-02-25 06:51:25.215302,1.6060364714585842,1.6075364277266282,1.6046040651769027,1.60571015552705,2786
2026-02-25 06:56:25.215302,1.60571015552705,1.6070071156646855,1.6040803847106233,1.6070071156646855,4294
2026-02-25 07:01:25.215302,1.6070071156646855,1.6071841291711333,1.603778904630073,1.603778904630073,1010
2026-02-25 07:06:25.215302,1.603778904630073,1.6046124525201193,1.6025278405145105,1.6025278405145105,4491
2026-02-25 07:11:25.215302,1.6025278405145105,1.6031900317913745,1.5945205862839114,1.5945205862839114,4378
2026-02-25 07:16:25.215302,1.5945205862839114,1.5952882671992328,1.5923172220785804,1.592785478248703,4791
2026-02-25 07:21:25.215302,1.592785478248703,1.5933585268505064,1.5926279534121452,1.5930458976338153,3290
2026-02-25 07:26:25.215302,1.5930458976338153,1.594238639761235,1.5926220887226383,1.5926220887226383,4827
2026-02-25 07:31:25.215302,1.5926220887226383,1.5949378289432639,1.5893933486691398,1.5930930154046694,2339
2026-02-25 07:36:25.215302,1.5930930154046694,1.5945413514001887,1.5903920669198908,1.5903920669198908,4943
2026-02-25 07:41:25.215302,1.5903920669198908,1.590403748748597,1.5857837766635503,1.5857837766635503,3841
2026-02-25 07:46:25.215302,1.5857837766635503,1.5860847507410303,1.5855723574399634,1.5858139795795463,4188
2026-02-25 07:51:25.215302,1.5858139795795463,1.5881898445002458,1.5848287736907263,1.5881898445002458,2060
2026-02-25 07:56:25.215302,1.5881898445002458,1.5889176915266525,1.585537255725564,1.5867645539645971,3815
2026-02-25 08:01:25.215302,1.5867645539645971,1.5889784775451394,1.5852216555494942,1.5889784775451394,2203
2026-02-25 08:06:25.215302,1.5889784775451394,1.5915741734214566,1.5875600146083237,1.5907347365357827,4168
2026-02-25 08:11:25.215302,1.5907347365357827,1.5917388926405018,1.5882865460924622,1.5882865460924622,4732
2026-02-25 08:16:25.215302,1.5882865460924622,1.589087513984691,1.5835102870129854,1.5835102870129854,4821
2026-02-25 08:21:25.215302,1.5835102870129854,1.5852354675505675,1.5810737120535767,1.5810737120535767,3838
2026-02-25 08:26:25.215302,1.5810737120535767,1.5816949740414252,1.5800141402788526,1.5800141402788526,2937
2026-02-25 08:31:25.215302,1.5800141402788526,1.5871872337020843,1.5795929874591654,1.5871872337020843,3969
2026-02-25 08:36:25.215302,1.5871872337020843,1.5895416069446486,1.5848487037467152,1.5895416069446486,2591
2026-02-25 08:41:25.215302,1.5895416069446486,1.59097752712769,1.5893054409925795,1.5893073016880725,2747
2026-02-25 08:46:25.215302,1.5893073016880725,1.5918510721239802,1.5890183059757543,1.590017776613464,1167
2026-02-25 08:51:25.215302,1.590017776613464,1.592081317126219,1.590005146014371,1.592081317126219,2728
2026-02-25 08:56:25.215302,1.592081317126219,1.5935688637330485,1.591343845963597,1.5925031467998947,3091
2026-02-25 09:01:25.215302,1.5925031467998947,1.594614713015629,1.5897933804592765,1.5897933804592765,3372
2026-02-25 09:06:25.215302,1.5897933804592765,1.591588456798661,1.5893854160383702,1.591588456798661,4262
2026-02-25 09:11:25.215302,1.591588456798661,1.5944142285781449,1.586837603386194,1.586837603386194,3236
2026-02-25 09:16:25.215302,1.586837603386194,1.5898129463441597,1.5854228424755257,1.5898129463441597,4769
2026-02-25 09:21:25.215302,1.5898129463441597,1.5911293143696983,1.5889125152622292,1.5911293143696983,4710
2026-02-25 09:26:25.215302,1.5911293143696983,1.5939670769155214,1.5908980689271979,1.5939670769155214,4574
2026-02-25 09:31:25.215302,1.5939670769155214,1.5944471977729278,1.5919262182978404,1.5936506090747995,2050
2026-02-25 09:36:25.215302,1.5936506090747995,1.5945133398600635,1.5921214545471916,1.5930470206103906,3869
2026-02-25 09:41:25.215302,1.5930470206103906,1.5936986890561327,1.5920210847877352,1.5926842267312893,1384
2026-02-25 09:46:25.215302,1.5926842267312893,1.5960132080612814,1.5912334933792829,1.5960132080612814,1547
2026-02-25 09:51:25.215302,1.5960132080612814,1.5998386700336882,1.5943728501856103,1.5998386700336882,4432
2026-02-25 09:56:25.215302,1.5998386700336882,1.6046325442306073,1.5992464144124305,1.6046325442306073,1617
2026-02-25 10:01:25.215302,1.6046325442306073,1.6068108346137164,1.601994757576523,1.604564468427062,2116
2026-02-25 10:06:25.215302,1.604564468427062,1.6053124378212151,1.6034337725142285,1.6052770229800528,2209
2026-02-25 10:11:25.215302,1.6052770229800528,1.6065746344030545,1.604918650855091,1.6065746344030545,4172
2026-02-25 10:16:25.215302,1.6065746344030545,1.6102630572736836,1.60511792435147,1.6102630572736836,1788
2026-02-25 10:21:25.215302,1.6102630572736836,1.6126848651554286,1.6025660332331904,1.6025660332331904,3337
2026-02-25 10:26:25.215302,1.6025660332331904,1.603484234579805,1.602179819783489,1.6025569946897196,1846
2026-02-25 10:31:25.215302,1.6025569946897196,1.6032675482592689,1.6002104677319775,1.6002104677319775,2373
2026-02-25 10:36:25.215302,1.6002104677319775,1.6008485830204429,1.5953924042030083,1.5953924042030083,1125
2026-02-25 10:41:25.215302,1.5953924042030083,1.5970865317715552,1.592529700035081,1.592529700035081,2564
2026-02-25 10:46:25.215302,1.592529700035081,1.5936591502370299,1.591668962512109,1.591668962512109,4880
2026-02-25 10:51:25.215302,1.591668962512109,1.5946849118402717,1.5908769773653493,1.5908769773653493,1674
2026-02-25 10:56:25.215302,1.5908769773653493,1.5925576525735636,1.5842334197850074,1.5842334197850074,1845
2026-02-25 11:01:25.215302,1.5842334197850074,1.584288945157005,1.5818155051080842,1.5819642849995244,1779
2026-02-25 11:06:25.215302,1.5819642849995244,1.5826374894607151,1.5781780277576083,1.5790678317081361,2316
2026-02-25 11:11:25.215302,1.5790678317081361,1.5806266646392728,1.5765683091107274,1.5765683091107274,1778
2026-02-25 11:16:25.215302,1.5765683091107274,1.57788022393871,1.5694291885179827,1.5694291885179827,4285
2026-02-25 11:21:25.215302,1.5694291885179827,1.572499833598994,1.5682419860714754,1.572499833598994,2498
2026-02-25 11:26:25.215302,1.572499833598994,1.57660641124581,1.5718614663566,1.57660641124581,2264
2026-02-25 11:31:25.215302,1.57660641124581,1.577004944752794,1.5746097354976827,1.5746097354976827,1588
2026-02-25 11:36:25.215302,1.5746097354976827,1.5778152171620823,1.5719201045573068,1.5735133872859306,2591
2026-02-25 11:41:25.215302,1.5735133872859306,1.5767245288625755,1.5711805542125443,1.5711805542125443,3134
2026-02-25 11:46:25.215302,1.5711805542125443,1.5739413247053617,1.5686017266492394,1.573522738819288,2890
2026-02-25 11:51:25.215302,1.573522738819288,1.576421266725585,1.5727835693016483,1.576421266725585,2408
2026-02-25 11:56:25.215302,1.576421266725585,1.5812219557921852,1.5750535771236773,1.5812219557921852,4634
2026-02-25 12:01:25.215302,1.5812219557921852,1.5832236731235496,1.5776244615585675,1.5776244615585675,3462
2026-02-25 12:06:25.215302,1.5776244615585675,1.5799015696473915,1.5755399070054361,1.5799015696473915,3084
2026-02-25 12:11:25.215302,1.5799015696473915,1.5804311693041069,1.5798777425008208,1.5804311693041069,4239
2026-02-25 12:16:25.215302,1.5804311693041069,1.5814771168719066,1.5789595075223235,1.5789595075223235,2248
2026-02-25 12:21:25.215302,1.5789595075223235,1.579772738749834,1.5781548982858025,1.5792845401011129,1442
2026-02-25 12:26:25.215302,1.5792845401011129,1.5818549215141757,1.5765656637266152,1.5765656637266152,2365
2026-02-25 12:31:25.215302,1.5765656637266152,1.5786989095462283,1.574573663203017,1.574573663203017,4068
2026-02-25 12:36:25.215302,1.574573663203017,1.576195975677848,1.5733802712632208,1.576195975677848,1402
2026-02-25 12:41:25.215302,1.576195975677848,1.5791427247613428,1.572356068773859,1.572356068773859,2547
2026-02-25 12:46:25.215302,1.572356068773859,1.5762493237085236,1.572012502426847,1.5762493237085236,4060
2026-02-25 12:51:25.215302,1.5762493237085236,1.5762713517492026,1.5723752967591564,1.572981489178277,2452
2026-02-25 12:56:25.215302,1.572981489178277,1.5731814966643185,1.5725692555008535,1.5728028665886358,4439
2026-02-25 13:01:25.215302,1.5728028665886358,1.5771706217944397,1.5698955965782766,1.5771706217944397,1225
2026-02-25 13:06:25.215302,1.5771706217944397,1.5809402270985695,1.5768586101998445,1.5782210730309474,2058
